step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
204,CASH_OUT,338602.89,C1691823769,258727,0,C2069613236,34556.23,373159.13,0,0
204,TRANSFER,81244.31,C1454763398,81244.31,0,C940142148,0,0,1,0
204,CASH_IN,61540.29,C1754625449,190,61730.29,C1474857868,291852.78,230312.49,0,0
204,CASH_IN,216971.13,C1859749327,12070,229041.13,C1706983176,146100.44,0,0,0
204,CASH_OUT,81244.31,C2103928178,81244.31,0,C767985950,62279.28,143523.59,1,0
204,CASH_IN,61540.29,C1754625449,190,61730.29,C1474857868,291852.78,230312.49,0,0
204,CASH_IN,216971.13,C1859749327,12070,229041.13,C1706983176,146100.44,0,0,0
204,TRANSFER,1268362.54,C393841743,229041.13,0,C534048010,2178056.5,3446419.04,0,0
204,TRANSFER,2144208.23,C1923199503,2144208.23,0,C1004490006,0,0,1,0
204,PAYMENT,578.31,C229084671,75263,74684.69,M266793412,0,0,0,0
204,CASH_OUT,243530.72,C1890065405,42593,0,C965097822,0,243530.72,0,0
204,CASH_OUT,2144208.23,C1638233799,2144208.23,0,C268982217,0,2144208.23,1,0
204,PAYMENT,578.31,C229084671,75263,74684.69,M266793412,0,0,0,0
204,CASH_OUT,243530.72,C1890065405,42593,0,C965097822,0,243530.72,0,0
204,PAYMENT,21593.97,C988895329,0,0,M185135797,0,0,0,0
205,TRANSFER,566156.42,C1498185758,566156.42,0,C1639518321,0,0,1,0
205,PAYMENT,33251.21,C766072649,16798,0,M1043054924,0,0,0,0
205,PAYMENT,11250.41,C64678631,0,0,M670384526,0,0,0,0
205,CASH_OUT,566156.42,C1435381938,566156.42,0,C499232658,175341.4,741497.82,1,0
205,PAYMENT,33251.21,C766072649,16798,0,M1043054924,0,0,0,0
205,PAYMENT,11250.41,C64678631,0,0,M670384526,0,0,0,0
205,TRANSFER,281622.17,C1082214694,30811,0,C1887986168,411122.2,692744.37,0,0
205,TRANSFER,846589.73,C789938480,846589.73,0,C1898428967,0,0,1,0
205,CASH_OUT,122378.69,C1388013508,41697,0,C33318312,187554.01,309932.71,0,0
205,CASH_IN,115896.41,C1040625779,983224,1099120.41,C220338735,0,0,0,0
205,CASH_OUT,846589.73,C152517143,846589.73,0,C1354035571,0,846589.73,1,0
205,CASH_OUT,122378.69,C1388013508,41697,0,C33318312,187554.01,309932.71,0,0
205,CASH_IN,115896.41,C1040625779,983224,1099120.41,C220338735,0,0,0,0
205,CASH_OUT,74469.95,C1025092226,50380,0,C860924403,324130.48,398600.43,0,0
205,TRANSFER,188473.09,C1887373253,188473.09,0,C1609905558,0,0,1,0
205,CASH_IN,55881.62,C1746129451,4063,59944.62,C1455694666,0,0,0,0
205,PAYMENT,1186.85,C25050905,61308,60121.15,M154620380,0,0,0,0
205,CASH_OUT,188473.09,C1018733794,188473.09,0,C802139688,209686.58,398159.67,1,0
205,CASH_IN,55881.62,C1746129451,4063,59944.62,C1455694666,0,0,0,0
205,PAYMENT,1186.85,C25050905,61308,60121.15,M154620380,0,0,0,0
205,CASH_OUT,251156.95,C1884388268,60121.15,0,C2078577547,8653890.68,8905047.63,0,0
205,TRANSFER,475315.61,C562497743,475315.61,0,C812512392,0,0,1,0
205,CASH_IN,308019.23,C1050010827,143,308162.23,C1306838392,439660.09,131640.86,0,0
205,CASH_OUT,307720.74,C1514517844,308162.23,441.49,C1305071272,4756868.9,5064589.64,0,0
205,CASH_OUT,475315.61,C917675056,475315.61,0,C228772455,0,475315.61,1,0
205,CASH_IN,308019.23,C1050010827,143,308162.23,C1306838392,439660.09,131640.86,0,0
205,CASH_OUT,307720.74,C1514517844,308162.23,441.49,C1305071272,4756868.9,5064589.64,0,0
205,CASH_OUT,411008.08,C1134366627,441.49,0,C1053963921,1169729.03,1580737.12,0,0
205,TRANSFER,216179.15,C1863683348,216179.15,0,C1011918912,0,0,1,0
205,CASH_IN,134141.33,C294572199,50585,184726.33,C608391857,90741,7313824.44,0,0
205,TRANSFER,685165.49,C2135224722,50419,0,C1974009051,334295.43,428336.31,0,0
205,CASH_OUT,216179.15,C1482534686,216179.15,0,C1784137006,280881.31,497060.46,1,0
205,CASH_IN,134141.33,C294572199,50585,184726.33,C608391857,90741,7313824.44,0,0
205,TRANSFER,685165.49,C2135224722,50419,0,C1974009051,334295.43,428336.31,0,0
205,CASH_OUT,109439.37,C1023065667,8344,0,C167809868,0,109439.37,0,0
205,TRANSFER,245694.84,C468833365,245694.84,0,C600157960,0,0,1,0
205,PAYMENT,9916.78,C288067652,21586,11669.22,M46600884,0,0,0,0
205,PAYMENT,3207.71,C394341829,125199,121991.29,M1571807113,0,0,0,0
205,CASH_OUT,245694.84,C1615152184,245694.84,0,C459404146,0,245694.84,1,0
205,PAYMENT,9916.78,C288067652,21586,11669.22,M46600884,0,0,0,0
205,PAYMENT,3207.71,C394341829,125199,121991.29,M1571807113,0,0,0,0
205,CASH_OUT,86708.79,C281796040,8050,0,C2125660079,214845.61,301554.4,0,0
205,TRANSFER,128572.96,C1018357975,128572.96,0,C202489390,0,0,1,0
205,CASH_OUT,391740.55,C1714679582,5,0,C1760923209,2966146.81,3357887.36,0,0
205,CASH_IN,146261.46,C499258935,73330,219591.46,C1017092762,0,0,0,0
205,CASH_OUT,128572.96,C1976399024,128572.96,0,C1192180200,196488.42,325061.38,1,0
205,CASH_OUT,391740.55,C1714679582,5,0,C1760923209,2966146.81,3357887.36,0,0
205,CASH_IN,146261.46,C499258935,73330,219591.46,C1017092762,0,0,0,0
205,CASH_OUT,464542.8,C916300040,219591.46,0,C1317149049,3290905.59,3755448.39,0,0
205,TRANSFER,96640.12,C1573553725,96640.12,0,C74177098,0,0,1,0
205,CASH_OUT,176625.5,C1133603857,50863,0,C261821285,2062868.06,2030309.12,0,0
205,CASH_OUT,177691.33,C630797308,1722,0,C1036909044,4299658.54,4477349.88,0,0
205,CASH_OUT,96640.12,C1384674068,96640.12,0,C505855307,1569508.75,1666148.87,1,0
205,CASH_OUT,176625.5,C1133603857,50863,0,C261821285,2062868.06,2030309.12,0,0
205,CASH_OUT,177691.33,C630797308,1722,0,C1036909044,4299658.54,4477349.88,0,0
205,PAYMENT,15931.41,C745251356,0,0,M1030382678,0,0,0,0
206,TRANSFER,5903046.38,C338408648,5903046.38,0,C1667746886,0,0,1,0
206,CASH_OUT,68504.87,C2133804492,67533,0,C31113989,0,68504.87,0,0
206,TRANSFER,171980.95,C1323984649,5824,0,C374921698,0,171980.95,0,0
206,CASH_OUT,5903046.38,C452885423,5903046.38,0,C1697903765,0,5903046.38,1,0
206,CASH_OUT,68504.87,C2133804492,67533,0,C31113989,0,68504.87,0,0
206,TRANSFER,171980.95,C1323984649,5824,0,C374921698,0,171980.95,0,0
206,CASH_OUT,113015.59,C128849896,163,0,C906261791,59467.01,172482.6,0,0
206,TRANSFER,14206.82,C1489685700,14206.82,0,C371244404,0,0,1,0
206,CASH_OUT,49030.49,C2014252840,1566,0,C467135261,36529.56,85560.06,0,0
206,PAYMENT,13835.85,C1039550527,10225,0,M869539753,0,0,0,0
206,CASH_OUT,14206.82,C308317173,14206.82,0,C1710090199,261865.6,276072.43,1,0
206,CASH_OUT,49030.49,C2014252840,1566,0,C467135261,36529.56,85560.06,0,0
206,PAYMENT,13835.85,C1039550527,10225,0,M869539753,0,0,0,0
206,CASH_OUT,353242.69,C628950277,2043,0,C2082560338,40081.57,393324.26,0,0
206,TRANSFER,998110.47,C433588108,998110.47,0,C1877856948,0,685216.5,1,0
206,PAYMENT,17427.96,C1667439920,114,0,M1044296451,0,0,0,0
206,CASH_OUT,163002.81,C1728263983,158,0,C856097574,278702.98,441705.79,0,0
206,CASH_OUT,998110.47,C947925453,998110.47,0,C183582904,24296349.9,25294460.38,1,0
206,PAYMENT,17427.96,C1667439920,114,0,M1044296451,0,0,0,0
206,CASH_OUT,163002.81,C1728263983,158,0,C856097574,278702.98,441705.79,0,0
206,CASH_OUT,262635,C1588886619,0,0,C850085903,2694080.79,2956715.79,0,0
206,TRANSFER,154196.49,C1983440446,154196.49,0,C883310788,0,0,1,0
206,CASH_OUT,241118.32,C1892185059,5030,0,C1340774506,0,142800.64,0,0
206,CASH_OUT,52493.39,C737533977,839790,787296.61,C312453767,415369.2,467862.59,0,0
206,CASH_OUT,154196.49,C1013101723,154196.49,0,C1068088118,325765.34,479961.83,1,0
206,CASH_OUT,241118.32,C1892185059,5030,0,C1340774506,0,142800.64,0,0
206,CASH_OUT,52493.39,C737533977,839790,787296.61,C312453767,415369.2,467862.59,0,0
206,CASH_IN,80130.26,C441317967,34560,114690.26,C39913880,428922.51,348792.25,0,0
206,TRANSFER,990630.25,C185633643,990630.25,0,C125986945,0,0,1,0
206,CASH_OUT,409779.42,C1347791455,59117,0,C1830207776,83420.03,493199.45,0,0
206,PAYMENT,4034.05,C1377786905,0,0,M1574686434,0,0,0,0
206,CASH_OUT,990630.25,C866722579,990630.25,0,C1551990809,332494.61,1323124.85,1,0
206,CASH_OUT,409779.42,C1347791455,59117,0,C1830207776,83420.03,493199.45,0,0
206,PAYMENT,4034.05,C1377786905,0,0,M1574686434,0,0,0,0
206,PAYMENT,9951.46,C655417329,9901,0,M1516936734,0,0,0,0
206,TRANSFER,235750.53,C587951461,235750.53,0,C1789153045,0,0,1,0
206,CASH_OUT,32895.48,C302095423,133223,100327.52,C972978173,1724493.72,1757389.19,0,0
206,CASH_OUT,51109.09,C1362868392,17721,0,C1147131238,0,51109.09,0,0
206,CASH_OUT,235750.53,C1212143381,235750.53,0,C605351789,416.92,236167.45,1,0
206,CASH_OUT,32895.48,C302095423,133223,100327.52,C972978173,1724493.72,1757389.19,0,0
206,CASH_OUT,51109.09,C1362868392,17721,0,C1147131238,0,51109.09,0,0
206,CASH_IN,124485.64,C698582959,51561,176046.64,C106064995,703962.37,579476.73,0,0
207,TRANSFER,682063.33,C1460251004,682063.33,0,C1783331478,0,0,1,0
207,CASH_OUT,30247.63,C1356876209,189,0,C1482380408,5699999.38,5730247.01,0,0
207,PAYMENT,8543.08,C1262559459,0,0,M1368994494,0,0,0,0
207,CASH_OUT,682063.33,C1854965389,682063.33,0,C1299909889,1166990.34,1849053.68,1,0
207,CASH_OUT,30247.63,C1356876209,189,0,C1482380408,5699999.38,5730247.01,0,0
207,PAYMENT,8543.08,C1262559459,0,0,M1368994494,0,0,0,0
207,DEBIT,840.74,C995586798,10181,9340.26,C1473794421,2238995.92,2239836.66,0,0
207,TRANSFER,328110.3,C539030556,328110.3,0,C448140191,0,0,1,0
207,PAYMENT,4915.29,C1833844574,81316,76400.71,M792911547,0,0,0,0
207,CASH_OUT,248483.65,C149245787,9467,0,C1576023213,563953.12,812436.77,0,0
207,CASH_OUT,328110.3,C546304299,328110.3,0,C982969459,2649979.1,2978089.39,1,0
207,PAYMENT,4915.29,C1833844574,81316,76400.71,M792911547,0,0,0,0
207,CASH_OUT,248483.65,C149245787,9467,0,C1576023213,563953.12,812436.77,0,0
207,PAYMENT,15699.61,C1463607749,100651,84951.39,M1268023475,0,0,0,0
207,TRANSFER,38427.47,C433911450,38427.47,0,C2145994547,0,0,1,0
207,CASH_OUT,355502.49,C213929692,52334,0,C1347526382,2872900.82,3228403.31,0,0
207,PAYMENT,242.62,C801674082,171,0,M1365166119,0,0,0,0
207,CASH_OUT,38427.47,C1399554611,38427.47,0,C988696172,27167.41,65594.88,1,0
207,CASH_OUT,355502.49,C213929692,52334,0,C1347526382,2872900.82,3228403.31,0,0
207,PAYMENT,242.62,C801674082,171,0,M1365166119,0,0,0,0
207,CASH_IN,36072.54,C1579917861,20809,56881.54,C1757650762,126900.33,90827.79,0,0
208,TRANSFER,246402.71,C498213361,246402.71,0,C1112515195,0,0,1,0
208,CASH_OUT,378224.89,C1076134071,7715,0,C63713283,87143.24,465368.13,0,0
208,CASH_OUT,251230.58,C983395592,54175,0,C707507363,0,251230.58,0,0
208,CASH_OUT,246402.71,C1927784651,246402.71,0,C874576381,51433.96,297836.67,1,0
208,CASH_OUT,378224.89,C1076134071,7715,0,C63713283,87143.24,465368.13,0,0
208,CASH_OUT,251230.58,C983395592,54175,0,C707507363,0,251230.58,0,0
208,PAYMENT,13956.24,C908881411,20719,6762.76,M2042767869,0,0,0,0
208,TRANSFER,1128579.71,C1962368245,1128579.71,0,C715458318,0,0,1,0
208,PAYMENT,6697.39,C518908582,39510,32812.61,M198721458,0,0,0,0
208,PAYMENT,6474.06,C1166461640,32812.61,26338.55,M664317178,0,0,0,0
208,CASH_OUT,1128579.71,C116163072,1128579.71,0,C1467611421,0,1128579.71,1,0
208,PAYMENT,6697.39,C518908582,39510,32812.61,M198721458,0,0,0,0
208,PAYMENT,6474.06,C1166461640,32812.61,26338.55,M664317178,0,0,0,0
208,PAYMENT,16842.6,C1448200821,26338.55,9495.95,M473844386,0,0,0,0
208,TRANSFER,917014.64,C637181363,917014.64,0,C1414606558,0,0,1,0
208,TRANSFER,40240.34,C477347071,12366,0,C1923373796,182191,206896.69,0,0
208,PAYMENT,1028.68,C1050150347,0,0,M1333661870,0,0,0,0
208,CASH_OUT,917014.64,C1149539141,917014.64,0,C1847588004,81956.71,998971.35,1,0
208,TRANSFER,40240.34,C477347071,12366,0,C1923373796,182191,206896.69,0,0
208,PAYMENT,1028.68,C1050150347,0,0,M1333661870,0,0,0,0
208,PAYMENT,185.73,C796961983,0,0,M781548020,0,0,0,0
208,TRANSFER,164519.7,C1482849004,164519.7,0,C122914320,0,0,1,0
208,CASH_OUT,1380.02,C1439429954,115365,113984.98,C1598345404,266,0,0,0
208,PAYMENT,12627.13,C278024349,112,0,M1542258041,0,0,0,0
208,CASH_OUT,164519.7,C85662089,164519.7,0,C364970868,0,164519.7,1,0
208,CASH_OUT,1380.02,C1439429954,115365,113984.98,C1598345404,266,0,0,0
208,PAYMENT,12627.13,C278024349,112,0,M1542258041,0,0,0,0
208,PAYMENT,3962.71,C107372764,0,0,M202241207,0,0,0,0
208,TRANSFER,3864609.52,C1437293424,3864609.52,0,C210615466,0,0,1,0
208,CASH_OUT,114893.28,C898769087,32988,0,C207079873,0,114893.28,0,0
208,PAYMENT,2407.42,C1229657050,0,0,M1186247000,0,0,0,0
208,CASH_OUT,3864609.52,C1819780658,3864609.52,0,C1742930465,0,3864609.52,1,0
208,CASH_OUT,114893.28,C898769087,32988,0,C207079873,0,114893.28,0,0
208,PAYMENT,2407.42,C1229657050,0,0,M1186247000,0,0,0,0
208,CASH_OUT,145733.21,C388225418,107209,0,C623650025,535650.26,681383.47,0,0
208,TRANSFER,134861.82,C1259630002,134861.82,0,C2074890219,0,0,1,0
208,PAYMENT,8404.51,C1042738244,5991,0,M519271755,0,0,0,0
208,CASH_IN,204392.11,C1994584794,34203,238595.11,C143327761,1856918.44,1652526.34,0,0
208,CASH_OUT,134861.82,C246939575,134861.82,0,C1715366511,0,134861.82,1,0
208,PAYMENT,8404.51,C1042738244,5991,0,M519271755,0,0,0,0
208,CASH_IN,204392.11,C1994584794,34203,238595.11,C143327761,1856918.44,1652526.34,0,0
208,CASH_OUT,423211.28,C1192882678,11366.28,0,C811300517,0,423211.28,0,0
208,TRANSFER,50820.71,C1462162029,50820.71,0,C1464615322,0,0,1,0
208,CASH_IN,198839.62,C643230067,14729,213568.62,C1493806653,54225.04,0,0,0
208,CASH_OUT,64993.24,C2001454810,4712,0,C25519644,0,64993.24,0,0
208,CASH_OUT,50820.71,C774406325,50820.71,0,C1399106049,0,50820.71,1,0
208,CASH_IN,198839.62,C643230067,14729,213568.62,C1493806653,54225.04,0,0,0
208,CASH_OUT,64993.24,C2001454810,4712,0,C25519644,0,64993.24,0,0
208,CASH_OUT,155431.47,C371181540,10149,0,C2145869624,197251,148264.52,0,0
208,TRANSFER,131261.23,C1583495831,131261.23,0,C1452204063,0,0,1,0
208,PAYMENT,10141.02,C710587960,4543,0,M2027869639,0,0,0,0
208,PAYMENT,13872.01,C925368009,63625,49752.99,M1313306685,0,0,0,0
208,CASH_OUT,131261.23,C1393901977,131261.23,0,C265146137,1856234.77,1987496,1,0
208,PAYMENT,10141.02,C710587960,4543,0,M2027869639,0,0,0,0
208,PAYMENT,13872.01,C925368009,63625,49752.99,M1313306685,0,0,0,0
208,TRANSFER,513293.1,C835976379,46397,0,C39460787,697984.44,1211277.54,0,0
208,TRANSFER,4815187.09,C2041567241,4815187.09,0,C2093303821,0,0,1,0
208,CASH_OUT,241387.76,C784189243,304,0,C1000331638,0,241387.76,0,0
208,CASH_OUT,297763.47,C1035000284,99423,0,C1294879489,891993.33,1189756.8,0,0
208,CASH_OUT,4815187.09,C2087122635,4815187.09,0,C73237279,370304.5,5185491.59,1,0
208,CASH_OUT,241387.76,C784189243,304,0,C1000331638,0,241387.76,0,0
208,CASH_OUT,297763.47,C1035000284,99423,0,C1294879489,891993.33,1189756.8,0,0
208,PAYMENT,7661.59,C987247091,175,0,M1900239053,0,0,0,0
208,CASH_OUT,291519.84,C485214392,0,0,C1138105020,0,291519.84,1,0
208,PAYMENT,8467.98,C2014471995,0,0,M1959505479,0,0,0,0
208,PAYMENT,7884.6,C726427533,0,0,M1772147796,0,0,0,0
208,CASH_IN,45560.35,C48258532,5657,51217.35,C766808448,0,0,0,0
208,TRANSFER,23031.26,C1022427332,23031.26,0,C1199824577,0,0,1,0
208,PAYMENT,4615.85,C1909242588,13928,9312.15,M908328770,0,0,0,0
208,CASH_OUT,116952.7,C48250466,30551,0,C28979670,451579.44,568532.14,0,0
208,CASH_OUT,23031.26,C543170433,23031.26,0,C967549667,69782.59,92813.86,1,0
208,PAYMENT,4615.85,C1909242588,13928,9312.15,M908328770,0,0,0,0
208,CASH_OUT,116952.7,C48250466,30551,0,C28979670,451579.44,568532.14,0,0
208,CASH_IN,60133.13,C576497064,47064,107197.13,C1106862609,52620.22,0,0,0
209,TRANSFER,329156.43,C1966259064,329156.43,0,C477578794,0,0,1,0
209,PAYMENT,9668.65,C1483686831,20484,10815.35,M1619020752,0,0,0,0
209,CASH_IN,3317.68,C644547,162824,166141.68,C1658653558,1230013.76,1226696.07,0,0
209,CASH_OUT,329156.43,C665359708,329156.43,0,C1324874027,0,329156.43,1,0
209,PAYMENT,9668.65,C1483686831,20484,10815.35,M1619020752,0,0,0,0
209,CASH_IN,3317.68,C644547,162824,166141.68,C1658653558,1230013.76,1226696.07,0,0
209,PAYMENT,18607.26,C1676190443,199187,180579.74,M1094252290,0,0,0,0
209,TRANSFER,7044227.89,C16402858,7044227.89,0,C2025262313,0,0,1,0
209,PAYMENT,3394.16,C68348833,16461,13066.84,M138307121,0,0,0,0
209,PAYMENT,5283.06,C1524357509,13066.84,7783.78,M1702451017,0,0,0,0
209,CASH_OUT,7044227.89,C1419603999,7044227.89,0,C909312047,1122506.96,8166734.85,1,0
209,PAYMENT,3394.16,C68348833,16461,13066.84,M138307121,0,0,0,0
209,PAYMENT,5283.06,C1524357509,13066.84,7783.78,M1702451017,0,0,0,0
209,PAYMENT,6479.71,C1982199716,12046,5566.29,M223418559,0,0,0,0
209,TRANSFER,1516823.73,C117228585,1516823.73,0,C750076858,0,0,1,0
209,CASH_OUT,29546.9,C1172299339,252800,223253.1,C911937443,277222.38,306769.28,0,0
209,CASH_IN,96694.66,C613214299,64639,161333.66,C1290707739,0,0,0,0
209,CASH_OUT,1516823.73,C1090892452,1516823.73,0,C657813915,386329.46,1903153.19,1,0
209,CASH_OUT,29546.9,C1172299339,252800,223253.1,C911937443,277222.38,306769.28,0,0
209,CASH_IN,96694.66,C613214299,64639,161333.66,C1290707739,0,0,0,0
209,TRANSFER,172621.9,C1144110447,135982,0,C144004393,1687197.11,1859819.01,0,0
210,TRANSFER,1663895.14,C438581,1663895.14,0,C1908037718,0,0,1,0
210,CASH_OUT,125187.8,C1171554391,8180,0,C950681651,0,125187.8,0,0
210,CASH_OUT,1046.12,C325638331,20501,19454.88,C1351721883,1907206.73,1908252.86,0,0
210,CASH_OUT,1663895.14,C278631744,1663895.14,0,C542333894,0,1663895.14,1,0
210,CASH_OUT,125187.8,C1171554391,8180,0,C950681651,0,125187.8,0,0
210,CASH_OUT,1046.12,C325638331,20501,19454.88,C1351721883,1907206.73,1908252.86,0,0
210,CASH_OUT,258879.83,C642931962,91288,0,C1577717176,108431.8,573396.12,0,0
210,TRANSFER,94431.98,C86775572,94431.98,0,C2076547947,0,0,1,0
210,PAYMENT,960.52,C1183892981,5972,5011.48,M630416541,0,0,0,0
210,CASH_OUT,48323.52,C1080185740,36943,0,C2119285300,7138351.96,7186675.48,0,0
210,CASH_OUT,94431.98,C625726422,94431.98,0,C793233839,253005.72,347437.7,1,0
210,PAYMENT,960.52,C1183892981,5972,5011.48,M630416541,0,0,0,0
210,CASH_OUT,48323.52,C1080185740,36943,0,C2119285300,7138351.96,7186675.48,0,0
210,TRANSFER,418836.61,C994901301,10110,0,C523451474,0,418836.61,0,0
210,TRANSFER,23610.85,C1438925911,23610.85,0,C570315101,0,0,1,0
210,CASH_OUT,202496.48,C358101728,48822,0,C1102680452,146804.83,349301.31,0,0
210,CASH_OUT,124921.74,C42691410,72875,0,C1780707561,985211.32,1110133.06,0,0
210,CASH_OUT,23610.85,C1790329459,23610.85,0,C409233491,212041.22,235652.07,1,0
210,CASH_OUT,202496.48,C358101728,48822,0,C1102680452,146804.83,349301.31,0,0
210,CASH_OUT,124921.74,C42691410,72875,0,C1780707561,985211.32,1110133.06,0,0
210,PAYMENT,1647.1,C1964663208,19985,18337.9,M770113698,0,0,0,0
210,TRANSFER,1651948.79,C762854717,1651948.79,0,C1398042532,0,0,1,0
210,CASH_OUT,214466.04,C410921807,13098,0,C202265050,59218.3,273684.33,0,0
210,CASH_IN,148005.61,C452504013,114693,262698.61,C473343412,212845.05,64839.43,0,0
210,CASH_OUT,1651948.79,C620061851,1651948.79,0,C2027305052,1014365.76,2666314.55,1,0
210,CASH_OUT,214466.04,C410921807,13098,0,C202265050,59218.3,273684.33,0,0
210,CASH_IN,148005.61,C452504013,114693,262698.61,C473343412,212845.05,64839.43,0,0
210,CASH_OUT,136804.14,C1988492922,181023,44218.86,C1165246849,4665101.19,4801905.33,0,0
211,TRANSFER,5689516.13,C532793923,5689516.13,0,C5325998,0,0,1,0
211,CASH_OUT,310963.83,C1670835684,14334,0,C589092939,170073.87,481037.69,0,0
211,PAYMENT,4025.39,C396286445,0,0,M102537871,0,0,0,0
211,CASH_OUT,5689516.13,C2094963184,5689516.13,0,C373225070,1826357.61,7515873.74,1,0
211,CASH_OUT,310963.83,C1670835684,14334,0,C589092939,170073.87,481037.69,0,0
211,PAYMENT,4025.39,C396286445,0,0,M102537871,0,0,0,0
211,CASH_OUT,186634.12,C235246245,298,0,C819962082,1621800.15,1750340.9,0,0
211,TRANSFER,157137.97,C195008073,157137.97,0,C390992716,0,0,1,0
211,CASH_IN,19236.11,C1052547454,50895,70131.11,C993764611,4171697.21,4152461.1,0,0
211,CASH_OUT,170262.89,C1103358853,191481.82,21218.93,C63173115,17067.3,266764.01,0,0
211,CASH_OUT,157137.97,C860207877,157137.97,0,C792885931,3163298.04,3320436.01,1,0
211,CASH_IN,19236.11,C1052547454,50895,70131.11,C993764611,4171697.21,4152461.1,0,0
211,CASH_OUT,170262.89,C1103358853,191481.82,21218.93,C63173115,17067.3,266764.01,0,0
211,CASH_OUT,138200.29,C907608106,21218.93,0,C1205044053,592167.68,730367.97,0,0
211,TRANSFER,405062.33,C883452416,405062.33,0,C89201535,0,0,1,0
211,CASH_OUT,206530.29,C710792670,20213,0,C891756150,240958.68,637960.82,0,0
211,CASH_OUT,150768.45,C220550227,168453,17684.55,C2074297392,0,150768.45,0,0
211,CASH_OUT,405062.33,C418222166,405062.33,0,C690195469,1844185.94,2249248.27,1,0
211,CASH_OUT,206530.29,C710792670,20213,0,C891756150,240958.68,637960.82,0,0
211,CASH_OUT,150768.45,C220550227,168453,17684.55,C2074297392,0,150768.45,0,0
211,CASH_OUT,252829.07,C2049628061,1359,0,C1430674752,2794534.51,3047363.58,0,0
211,TRANSFER,1330802.24,C171693930,1330802.24,0,C678151847,0,0,1,0
211,CASH_OUT,1616.12,C856503163,108119,106502.88,C170783795,181742.45,183358.57,0,0
211,CASH_IN,198551.08,C351642296,185292,383843.08,C796786144,0,0,0,0
211,CASH_OUT,1330802.24,C1458541760,1330802.24,0,C1092309864,151341.34,1515187.24,1,0
211,CASH_OUT,1616.12,C856503163,108119,106502.88,C170783795,181742.45,183358.57,0,0
211,CASH_IN,198551.08,C351642296,185292,383843.08,C796786144,0,0,0,0
211,CASH_OUT,116514.96,C1075951563,62023,0,C78756707,41974.74,158489.7,0,0
211,TRANSFER,73599.57,C1632654111,73599.57,0,C716157747,0,0,1,0
211,PAYMENT,1581.87,C433146906,6788,5206.13,M1377967157,0,0,0,0
211,PAYMENT,4642.55,C822699461,24333,19690.45,M351151175,0,0,0,0
211,CASH_OUT,73599.57,C1559180710,73599.57,0,C1604656634,0,73599.57,1,0
211,PAYMENT,1581.87,C433146906,6788,5206.13,M1377967157,0,0,0,0
211,PAYMENT,4642.55,C822699461,24333,19690.45,M351151175,0,0,0,0
211,CASH_OUT,310438.18,C130816860,128873.45,0,C2127563938,237416.26,547854.44,0,0
211,TRANSFER,1049232.11,C248568064,1049232.11,0,C280959828,0,0,1,0
211,CASH_OUT,15115.2,C1116772756,14468,0,C743779439,893158.75,908273.95,0,0
211,PAYMENT,4431.09,C754194583,6531,2099.91,M610589904,0,0,0,0
211,CASH_OUT,1049232.11,C283039284,1049232.11,0,C451731094,3856846.36,4906078.47,1,0
211,CASH_OUT,15115.2,C1116772756,14468,0,C743779439,893158.75,908273.95,0,0
211,PAYMENT,4431.09,C754194583,6531,2099.91,M610589904,0,0,0,0
211,CASH_OUT,189618.58,C1122881822,34119,0,C1179255326,844444.63,1034063.21,0,0
211,TRANSFER,55920.39,C588214650,55920.39,0,C1302604885,0,0,1,0
211,CASH_IN,217871.05,C1618286967,61291,279162.05,C17524345,1474134.95,1256263.9,0,0
211,PAYMENT,6024.98,C935217634,279162.05,273137.07,M1868724942,0,0,0,0
211,CASH_OUT,55920.39,C1899996143,55920.39,0,C1567322020,0,55920.39,1,0
211,CASH_IN,217871.05,C1618286967,61291,279162.05,C17524345,1474134.95,1256263.9,0,0
211,PAYMENT,6024.98,C935217634,279162.05,273137.07,M1868724942,0,0,0,0
211,CASH_OUT,145043.43,C1666096150,34010,0,C1599464734,804504.41,949547.84,0,0
212,TRANSFER,555574.92,C1651626047,555574.92,0,C1496518496,0,0,1,0
212,CASH_OUT,79515.22,C278987286,24527,0,C183096477,160139.75,239654.97,0,0
212,PAYMENT,14609.8,C366619086,430934,416324.2,M2043077474,0,0,0,0
212,CASH_OUT,555574.92,C857225298,555574.92,0,C1399829166,4271280.57,4826855.5,1,0
212,CASH_OUT,79515.22,C278987286,24527,0,C183096477,160139.75,239654.97,0,0
212,PAYMENT,14609.8,C366619086,430934,416324.2,M2043077474,0,0,0,0
212,CASH_OUT,135549.33,C191798944,1271,0,C1861427049,31634.45,167183.78,0,0
212,TRANSFER,927620.44,C533316597,927620.44,0,C762597253,0,0,1,0
212,PAYMENT,5049.3,C1607335662,1349,0,M1039824274,0,0,0,0
212,PAYMENT,8010.88,C1820188595,57608,49597.12,M1907638941,0,0,0,0
212,CASH_OUT,927620.44,C36961525,927620.44,0,C1313128046,0,927620.44,1,0
212,PAYMENT,5049.3,C1607335662,1349,0,M1039824274,0,0,0,0
212,PAYMENT,8010.88,C1820188595,57608,49597.12,M1907638941,0,0,0,0
212,PAYMENT,7204.56,C1094641867,49597.12,42392.55,M788943771,0,0,0,0
212,TRANSFER,94261.84,C1350141268,94261.84,0,C1676513288,0,0,1,0
